ID,小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
10976,安东小区,2室1厅,59.64,长宁,低区/6层,朝南北,398,66733,1987年建
10977,晶采名人大厦,3室2厅,141.82,长宁,低区/28层,朝东南,1099,77492,
10978,中华小区,2室0厅,47.67,长宁,中区/7层,朝南,320,67128,1996年建
10979,水霞小区,2室1厅,69.22,长宁,低区/24层,朝南,470,67899,1990年建
10980,老红庄,2室1厅,63.2,长宁,中区/4层,朝南,630,99683,
10981,海富公寓,2室2厅,95.75,长宁,高区/24层,朝南,680,71018,1998年建
10982,又一村（长宁）,2室2厅,76.05,长宁,中区/6层,朝南,616,80999,1990年建
10983,新泾三村,2室1厅,49.28,长宁,高区/6层,朝南,290,58847,1987年建
10984,古宋小区,1室1厅,45.61,长宁,高区/6层,朝南北,350,76737,1989年建
10985,香榭苑,3室2厅,139.9,长宁,中区/13层,朝东南,1120,80057,
10986,天原二村,1室0厅,37.13,长宁,高区/5层,朝,265,71370,1958年建
10987,国泰大厦,2室1厅,81.76,长宁,低区/24层,朝西南,470,57485,
10988,长发花园,3室2厅,146.55,长宁,中区/27层,朝南,1175,80177,
10989,定西路439弄,2室0厅,57.53,长宁,中区/4层,朝南,400,69528,1964年建
10990,科宁公寓,1室0厅,43.71,长宁,中区/24层,朝西南,330,75497,1991年建
10991,新华御庭,4室3厅,302.05,长宁,中区/29层,朝南北,2300,76146,2005年建
10992,仙霞西路715弄,2室1厅,70.3,长宁,高区/6层,朝南北,375,53342,1995年建
10993,华阳路219号,2室0厅,48.1,长宁,中区/7层,朝南北,320,66528,1990年建
10994,中山公寓,3室2厅,160.73,长宁,高区/15层,朝南北,1250,77770,
10995,虹日小区,2室1厅,52.63,长宁,高区/6层,朝南北,350,66501,1990年建
10996,天台家园,2室2厅,84.58,长宁,高区/12层,朝南,680,80397,2003年建
10997,虹园八村,2室1厅,52.68,长宁,高区/6层,朝南北,320,60744,1994年建
10998,华东化工大厦,1室1厅,49,长宁,高区/14层,朝西南,350,71428,1990年建
10999,沁秋小区,2室1厅,65.08,长宁,中区/6层,朝南,400,61462,1995年建
11000,新天地河滨花园,2室2厅,88.64,长宁,低区/32层,朝南北,900,101534,2011年建
11001,今日丽园,4室2厅,184.42,长宁,低区/28层,朝南北,1180,63984,
11002,耀华小区（长宁）,1室1厅,35.89,长宁,高区/6层,朝南,260,72443,1994年建
11003,新泾一村,2室0厅,53.33,长宁,高区/6层,朝南北,345,64691,1989年建
11004,番禺大厦,5室2厅,258.88,长宁,中区/29层,朝南,1100,42490,
11005,虹日小区,2室1厅,51.61,长宁,高区/6层,朝南北,302,58515,1985年建
11006,淮海世纪花苑,4室2厅,148.49,长宁,低区/20层,朝南,960,64650,2002年建
11007,仙逸小区,1室1厅,40.5,长宁,中区/6层,朝南,258,63703,1985年建
11008,新泾一村,2室1厅,57.31,长宁,高区/6层,朝南北,362,63165,1984年建
11009,友联大楼,3室1厅,71.06,长宁,低区/18层,朝东南,490,68955,1990年建
11010,长中小区,2室1厅,55.27,长宁,高区/6层,朝南北,425,76895,1988年建
11011,永馨小区,2室0厅,46.79,长宁,高区/6层,朝南北,310,66253,1993年建
11012,通协小区,3室2厅,125.42,长宁,高区/6层,朝南,680,54217,2005年建
11013,虹桥小区,1室1厅,34.01,长宁,高区/6层,朝南,226,66451,1982年建
11014,古北瑞仕花园,4室2厅,229.61,长宁,低区/33层,朝南北,1900,82749,
11015,锦程小区,2室1厅,58.71,长宁,中区/5层,朝南,360,61318,1988年建
11016,香榭苑,4室2厅,165.23,长宁,中区/16层,朝南北,1280,77467,
11017,嘉里华庭,3室2厅,145.98,长宁,低区/38层,朝西南,1700,116454,
11018,银鑫大楼,2室1厅,70.96,长宁,中区/24层,朝西南,450,63416,1989年建
11019,虹纺小区,3室1厅,70.33,长宁,高区/6层,朝南,395,56163,1987年建
11020,煜王苑,3室2厅,83.55,长宁,高区/7层,朝南北,630,75403,2000年建
11021,今日丽园,4室2厅,168.23,长宁,中区/29层,朝南北,1350,80247,
11022,河风丽景,3室2厅,158.6,长宁,低区/18层,朝南北,1050,66204,
11023,丁香公寓,3室2厅,170.38,长宁,高区/11层,朝南北,1720,100950,
11024,虹康花苑,2室2厅,87.46,长宁,低区/6层,朝南北,570,65172,1999年建
11025,大家源新城,3室2厅,134.1,长宁,高区/25层,朝南北,980,73079,
11026,新泾三村,1室0厅,29.21,长宁,高区/6层,朝南,200,68469,1986年建
11027,古北嘉年华庭,2室2厅,120.87,长宁,低区/18层,朝南北,980,81078,2005年建
11028,新泾四村,2室1厅,62.14,长宁,高区/6层,朝西南,360,57933,1993年建
11029,新泾七村,1室1厅,39.42,长宁,低区/6层,朝东西,245,62151,1992年建
11030,仁恒河滨花园,3室2厅,162.72,长宁,高区/27层,朝南北,1450,89110,
11031,古宋小区,1室1厅,44.94,长宁,低区/6层,朝南,320,71206,1989年建
11032,瑞冬小区,2室2厅,73.06,长宁,高区/6层,朝南,420,57486,1994年建
11033,兆丰苑,5室2厅,206.15,长宁,中区/13层,朝南北,1200,58210,1997年建
11034,春天花园,3室2厅,153.64,长宁,高区/21层,朝南北,1240,80708,
11035,虹桥城市花园（公寓）,2室2厅,100.43,长宁,低区/8层,朝南北,850,84636,
11036,大桥小区,2室1厅,76.97,长宁,中区/7层,朝南北,460,59763,1987年建
11037,古北瑞仕花园,4室2厅,229.61,长宁,高区/33层,朝东南,1900,82749,
11038,虹古大楼,3室1厅,97.36,长宁,低区/24层,,470,48274,1993年建
11039,新泾六村,2室1厅,59.13,长宁,高区/6层,朝南,320,54118,1992年建
11040,紫竹小区,1室0厅,39.88,长宁,高区/6层,朝南,265,66449,1994年建
11041,瑞冬小区,2室1厅,59.71,长宁,高区/6层,朝南北,350,58616,1994年建
11042,茅台新苑,2室1厅,72.12,长宁,低区/16层,朝南,450,62396,
11043,秀水楼,1室1厅,45.55,长宁,低区/19层,朝南,310,68057,1993年建
11044,浦江大厦,3室2厅,149.92,长宁,高区/34层,朝西南,755,50360,1997年建
11045,爱都公寓,3室2厅,130,长宁,中区/8层,朝南北,770,59230,
11046,古北瑞仕花园,4室2厅,229.61,长宁,低区/33层,朝东北,2200,95814,
11047,今日丽园,4室3厅,180.36,长宁,高区/28层,朝南,1415,78454,
11048,法华镇路720弄,3室0厅,65.37,长宁,高区/6层,朝南北,450,68838,1984年建
11049,兆丰花园,3室2厅,163.73,长宁,高区/40层,朝东南,988,60343,
11050,威宁小区,1室1厅,55.67,长宁,高区/6层,朝南,410,73648,1991年建
11051,花园村雅苑,3室2厅,140.87,长宁,低区/19层,朝南北,1200,85184,
11052,北虹公寓（长宁）,3室2厅,125.56,长宁,低区/5层,朝南,800,63714,1999年建
11053,和平小区（长宁）,2室1厅,48.63,长宁,高区/7层,朝南北,338,69504,1988年建
11054,定西路1235弄,1室0厅,31.3,长宁,高区/6层,朝南,245,78274,1986年建
11055,正力公寓,3室2厅,140.24,长宁,低区/18层,朝南北,660,47062,2001年建
11056,红梅小区（长宁）,3室1厅,69.8,长宁,低区/6层,朝南,470,67335,1998年建
11057,樱源晶舍,3室2厅,123.63,长宁,高区/13层,朝南北,770,62282,
11058,东湖名苑,2室2厅,103.18,长宁,高区/23层,朝南,860,83349,
11059,新泾五村,2室1厅,73.27,长宁,中区/14层,朝南北,410,55957,1997年建
11060,水霞小区,3室1厅,66.46,长宁,高区/6层,朝南北,470,70719,1989年建
11061,美丽华花园（公寓）,2室2厅,111.53,长宁,中区/18层,朝西北,720,64556,
11062,虹桥丽景苑,3室2厅,178.04,长宁,中区/25层,朝南,1150,64592,
11063,新时空国际商务广场,1室1厅,59.87,长宁,中区/30层,朝西,285,47603,
11064,上海花城,2室2厅,107,长宁,低区/14层,朝南北,800,74766,
11065,新泾五村,2室2厅,81.46,长宁,高区/6层,朝南北,399,48981,1996年建
11066,雅典花苑,2室2厅,133.43,长宁,低区/18层,朝西南,800,59956,1996年建
11067,雍景园,4室2厅,161.89,长宁,高区/12层,朝南北,1250,77212,
11068,古北瑞仕花园,4室2厅,231.05,长宁,低区/33层,朝南北,2500,108201,
11069,路易凯旋宫,3室2厅,181.76,长宁,中区/31层,朝南北,1480,81426,
11070,新华路261弄,3室1厅,47.91,长宁,低区/6层,朝东南,480,100187,1982年建
11071,利星国际广场,1室2厅,72.08,长宁,低区/38层,朝东南,650,90177,
11072,华山花苑,2室1厅,78.42,长宁,低区/24层,朝南,600,76511,1995年建
11073,三泾南宅,2室2厅,102.01,长宁,高区/7层,朝南,650,63719,1995年建
11074,邮航小区,1室1厅,34.11,长宁,高区/5层,朝南,240,70360,1981年建
11075,香榭苑,3室2厅,139.9,长宁,高区/13层,朝东南,1400,100071,
11076,天山怡景苑,2室2厅,88.58,长宁,中区/16层,朝南,800,90313,
11077,新泾四村,1室0厅,35.4,长宁,低区/6层,朝南,235,66384,1986年建
11078,领尚国际酒店公寓,1室1厅,59.96,长宁,高区/21层,朝南,265,44196,2003年建
11079,东湖名苑,2室2厅,102.38,长宁,高区/20层,朝南北,810,79117,
11080,延安西路1742号,2室0厅,44.65,长宁,高区/6层,朝南,265,59350,1966年建
11081,法华镇路878弄,2室1厅,44.55,长宁,高区/6层,朝南,290,65095,1988年建
11082,天山河畔花园,2室2厅,104.49,长宁,中区/24层,朝南,930,89003,
11083,兆丰嘉园,3室2厅,153.78,长宁,中区/32层,朝南北,1580,102744,2012年建
11084,天山新苑,2室1厅,80,长宁,低区/6层,朝南,640,80000,
11085,绿地豪生酒店,1室1厅,68.58,长宁,低区/28层,朝东南,550,80198,2004年建
11086,延武机电大楼,3室1厅,75.77,长宁,高区/22层,朝南,605,79846,1990年建
11087,凯欣豪园,1室2厅,56.14,长宁,高区/35层,朝西,635,113110,
11088,维多利亚（公寓）,3室2厅,174.74,长宁,低区/23层,朝东北,1100,62950,
11089,虹梅花苑,2室1厅,67.21,长宁,低区/6层,朝南,380,56539,1995年建
11090,上城Uptown,2室2厅,115.83,长宁,低区/18层,朝南北,920,79426,
11091,钻石公寓,3室2厅,131.27,长宁,高区/6层,朝南北,710,54086,1992年建
11092,锦苑,2室1厅,69.89,长宁,高区/6层,朝南,530,75833,1993年建
11093,新安小区,2室1厅,53.13,长宁,低区/6层,朝南北,410,77169,1989年建
11094,大金更小区,2室0厅,52.53,长宁,高区/6层,朝南,370,70435,1991年建
11095,安顺小区,2室1厅,75.04,长宁,中区/10层,朝东,460,61300,1992年建
11096,万航小区,1室1厅,62.54,长宁,中区/25层,朝西南,350,55964,1995年建
11097,长源小区,1室1厅,36.33,长宁,高区/6层,朝南,310,85328,1996年建
11098,金钟小区,2室2厅,78.61,长宁,高区/6层,朝南北,440,55972,1996年建
11099,天山路475弄,2室1厅,42.99,长宁,高区/4层,朝南,245,56989,1965年建
11100,三泾南宅,3室2厅,111.46,长宁,高区/7层,朝南,720,64597,1995年建
11101,虹桥中园,3室2厅,129.39,长宁,高区/14层,朝南北,940,72648,
11102,水霞小区,2室1厅,70,长宁,低区/24层,朝南,580,82857,1990年建
11103,锦屏小区,1室0厅,34.01,长宁,中区/7层,朝东西,230,67627,1985年建
11104,华江大楼,1室1厅,59.26,长宁,中区/19层,朝东南,428,72224,1990年建
11105,长宁88金廷,2室2厅,89.36,长宁,低区/31层,朝南北,980,109668,2011年建
11106,安东小区,1室0厅,29.28,长宁,高区/6层,朝南,208,71038,
11107,古北瑞仕花园,2室2厅,119.49,长宁,低区/28层,朝南,1300,108795,
11108,长源小区,2室2厅,83.6,长宁,低区/6层,朝南,620,74162,1995年建
11109,鹿特丹花园,2室1厅,112.48,长宁,低区/10层,朝南,720,64011,
11110,新泾一村,2室1厅,53.4,长宁,低区/6层,朝南,340,63670,1985年建
11111,安东小区,1室1厅,36.7,长宁,低区/7层,朝南,270,73569,1989年建
11112,瑞冬小区,3室0厅,54.98,长宁,低区/6层,朝南北,350,63659,1994年建
11113,海逸公寓,3室2厅,135.3,长宁,中区/18层,朝南北,1150,84996,
11114,上海花城,2室2厅,108.08,长宁,中区/11层,朝南北,820,75869,
11115,新泾五村,2室1厅,56.65,长宁,中区/6层,朝南,350,61782,1994年建
11116,茅台花苑,2室1厅,78.2,长宁,低区/26层,朝南,455,58184,1993年建
11117,红梅小区（长宁）,1室1厅,47.6,长宁,中区/6层,朝南北,310,65126,1997年建
11118,爱都公寓,3室2厅,131.12,长宁,中区/8层,朝东南,870,66351,
11119,天蒲小区,1室1厅,42.79,长宁,低区/6层,,255,59593,1996年建
11120,威宁大楼,2室1厅,75.31,长宁,中区/24层,朝南,472,62674,1992年建
11121,沁秋小区,2室1厅,69.61,长宁,高区/6层,朝南,400,57463,1995年建
11122,威宁路291弄,3室1厅,81.89,长宁,中区/7层,,530,64720,1997年建
11123,新泾七村,2室0厅,45.31,长宁,高区/6层,朝南北,295,65107,
11124,紫竹小区,2室1厅,67.28,长宁,高区/6层,朝南,385,57223,1996年建
11125,银鑫大楼,1室1厅,49.68,长宁,中区/26层,朝东,335,67431,1989年建
11126,虹园八村,1室1厅,41.32,长宁,高区/6层,朝南,255,61713,1993年建
11127,上城Uptown,3室2厅,157.96,长宁,低区/18层,朝南北,1280,81033,
11128,京河大厦,2室2厅,104.93,长宁,低区/18层,朝东北,605,57657,1998年建
11129,天山怡景苑,3室2厅,147.72,长宁,中区/11层,朝南北,1200,81234,
11130,华山丽苑,3室2厅,229.88,长宁,高区/36层,朝南北,2500,108752,
11131,凯欣豪园,2室2厅,118.06,长宁,低区/38层,朝南,1100,93172,
11132,虹桥向日葵公寓,2室2厅,102.14,长宁,低区/25层,朝东南,670,65596,
11133,新泾四村,2室1厅,58.04,长宁,高区/6层,朝南,350,60303,1991年建
11134,鸿申大厦,3室2厅,139.28,长宁,低区/24层,朝西南,500,35898,
11135,润柏苑,3室2厅,144.86,长宁,高区/13层,朝南,1060,73174,2002年建
11136,东方金门花园,3室2厅,135.04,长宁,高区/35层,朝南北,1200,88862,
11137,上海花城,2室2厅,105.5,长宁,高区/11层,朝南北,880,83412,
11138,科宁公寓,1室1厅,51,长宁,低区/24层,朝南,300,58823,1991年建
11139,鸿凯湾绿苑,3室2厅,132.54,长宁,低区/18层,朝南北,850,64131,
11140,上城Uptown,4室2厅,182.26,长宁,中区/23层,朝南北,1320,72424,
11141,上海花城,3室2厅,158.75,长宁,低区/19层,朝南北,990,62362,
11142,古北瑞仕花园,4室3厅,398.11,长宁,高区/28层,朝南,4080,102484,
11143,虹桥国际大厦,3室2厅,132.03,长宁,高区/18层,朝南北,850,64379,2007年建
11144,河风丽景,2室2厅,83.8,长宁,中区/17层,朝南,630,75178,
11145,凯欣豪园,1室1厅,55.52,长宁,中区/36层,朝北,570,102665,
11146,中华小区,1室1厅,30.63,长宁,中区/7层,朝东北,249,81292,1996年建
11147,瑞冬小区,1室0厅,33.13,长宁,高区/6层,朝南,220,66405,1994年建
11148,番禺路290弄10支弄,2室1厅,50.05,长宁,中区/6层,朝南北,460,91908,1984年建
11149,华阳路66弄,1室0厅,27.65,长宁,中区/6层,朝东,200,72332,1982年建
11150,安阳小区,2室0厅,48.42,长宁,低区/6层,朝西北,330,68153,1987年建
11151,通协小区,1室1厅,55.01,长宁,中区/13层,朝南,365,66351,2005年建
11152,化工小区（长宁）,2室0厅,50.78,长宁,中区/6层,朝南,425,83694,1985年建
11153,番禺大厦,1室2厅,77.06,长宁,高区/29层,朝东南,550,71372,
11154,泰荣苑,3室2厅,142.71,长宁,中区/33层,朝西南,970,67970,
11155,三泾南宅,1室0厅,33.53,长宁,中区/7层,朝南,283,84402,1995年建
11156,江苏北路105弄,1室0厅,32.41,长宁,低区/7层,朝东南,260,80222,1994年建
11157,虹桥河滨花园,3室2厅,165.25,长宁,中区/28层,朝南北,1350,81694,
11158,宝石公寓,2室1厅,80,长宁,低区/6层,,650,81250,1991年建
11159,兴国路244弄49支弄,1室0厅,35.64,长宁,中区/5层,朝南,420,117845,1987年建
11160,安顺路231弄,1室1厅,42,长宁,高区/6层,朝南北,285,67857,1979年建
11161,御翠豪庭,3室2厅,147.86,长宁,低区/22层,朝南,1620,109563,
11162,中园小区,2室0厅,54.58,长宁,高区/6层,朝南,360,65958,1984年建
11163,长源小区,2室1厅,48.28,长宁,高区/6层,朝南北,388,80364,1995年建
11164,圣约翰名邸,3室2厅,145.09,长宁,低区/31层,朝南北,1180,81328,
11165,中山公寓,2室2厅,97.08,长宁,低区/24层,朝南,840,86526,
11166,新泾三村,1室0厅,35,长宁,高区/6层,朝南,250,71428,1985年建
11167,华江大楼,2室1厅,59.87,长宁,低区/19层,朝东西,340,56789,1990年建
11168,友联大楼,2室0厅,48.33,长宁,低区/18层,朝南,315,65176,1990年建
11169,虹桥馨苑,3室2厅,138.74,长宁,低区/18层,朝南北,950,68473,
11170,虹康花苑,1室1厅,55.15,长宁,低区/4层,朝南,398,72166,1999年建
11171,雍景园,4室2厅,155.64,长宁,低区/12层,朝南北,1215,78064,
11172,仙逸小区,2室1厅,58.71,长宁,中区/6层,朝南,390,66428,1986年建
11173,延西小区,1室1厅,35.36,长宁,高区/6层,朝南北,295,83427,1989年建
11174,爱迪公寓,3室2厅,128.63,长宁,低区/8层,朝南北,1120,87071,
11175,天山河畔花园,3室2厅,141.7,长宁,中区/24层,朝南北,1200,84685,
11176,虹桥华庭,3室2厅,179.06,长宁,低区/32层,朝南北,1400,78186,
11177,凯欣豪园,2室2厅,96.58,长宁,中区/38层,朝西北,930,96293,
11178,兆丰花园,3室2厅,150.45,长宁,低区/40层,朝南,1080,71784,
11179,淞虹公寓,3室0厅,78.47,长宁,低区/6层,朝东南,395,50337,
11180,虹景家苑,3室2厅,141.2,长宁,低区/9层,朝南北,980,69405,
11181,申亚新华府,4室2厅,205.5,长宁,高区/30层,朝南,2000,97323,
11182,虹桥城市花园（公寓）,3室2厅,152.84,长宁,中区/11层,朝南,1160,75896,
11183,罗马花园,2室2厅,139.4,长宁,低区/18层,朝南,900,64562,
11184,新华路536弄,2室1厅,62.66,长宁,中区/6层,朝南,508,81072,1979年建
11185,番禺大厦,1室1厅,44.42,长宁,高区/29层,朝南,370,83295,
11186,三泾南宅,2室2厅,97.22,长宁,低区/7层,朝南,685,70458,1995年建
11187,茅台新苑,2室1厅,73.89,长宁,低区/12层,朝南,450,60901,
11188,茅台东苑,2室2厅,93.26,长宁,高区/6层,朝南,750,80420,1992年建
11189,雅典花苑,3室2厅,122.01,长宁,低区/18层,朝南北,900,73764,
11190,樱源晶舍,3室2厅,126.89,长宁,中区/16层,朝南北,805,63440,
11191,花园村雅苑,2室2厅,112.07,长宁,中区/19层,朝南北,968,86374,2002年建
11192,利星国际广场,2室2厅,110.69,长宁,低区/38层,朝东南,850,76791,
11193,天山星城,2室2厅,89.86,长宁,低区/17层,朝南北,740,82350,
11194,华苑小区,3室1厅,46.48,长宁,低区/6层,朝南,435,93588,1984年建
11195,番禺路222弄9支弄,2室1厅,50.38,长宁,高区/5层,朝南北,400,79396,1980年建
11196,程桥二村,3室1厅,70.59,长宁,高区/6层,,380,53831,1988年建
11197,仙霞大郡,3室2厅,131.14,长宁,高区/6层,朝南,645,49184,2001年建
11198,三泾南宅,1室1厅,38.71,长宁,高区/7层,朝南,290,74916,1995年建
11199,协和小区（长宁）,2室0厅,59.44,长宁,高区/6层,朝南北,415,69818,1991年建
11200,杨宅小区,2室1厅,62.98,长宁,高区/6层,朝南,408,64782,1986年建
11201,定西路439弄,1室0厅,35.35,长宁,中区/4层,朝南,260,73550,1964年建
11202,瑞冬小区,1室1厅,41.07,长宁,高区/6层,朝南北,255,62089,1994年建
11203,虹霞小区,1室1厅,47.9,长宁,中区/5层,朝南,330,68893,1988年建
11204,田渡小区,2室1厅,67.82,长宁,高区/6层,朝南,528,77853,
11205,天山新苑,2室1厅,76.91,长宁,中区/6层,朝南北,630,81913,
